空港,くうこう,kuukou,airport
草,くさ,kusa,grass
,くださる,kudasaru,to give (to me) respectful
首,くび,kubi,neck
雲,くも,kumo,cloud
比べる,くらべる,kuraberu,to compare
,くれる,kureru,to give (to me) simple form
暮れる,くれる,kureru,"to get dark, to come to an end"
君,くん,kun,suffix for young male (familiar)
,,,
,,,
Kanji,Furigana,Romaji,Meaning
毛,け,ke,hair or fur
計画,けいかく,keikaku,plan
経験,けいけん,keiken,experience
経済,けいざい,keizai,"finance, economy"
警察,けいさつ,keisatsu,police
,ケーキ,ke-ki,Cake
怪我,けが,kega,an injury
景色,けしき,keshiki,landscape
消しゴム,けしごむ,keshigomu,an eraser
下宿,げしゅく,geshuku,lodging
決して,けっして,kesshite,never
,けれど/けれども,keredo/keredomo,however
原因,げんいん,genin,"source, cause"
喧嘩,けんか,kenka,a quarrel
研究,けんきゅう,kenkyuu,research
研究室,けんきゅうしつ,kenkyuushitsu,laboratory
見物,けんぶつ,kenbutsu,sightseeing
,,,
Kanji,Furigana,Romaji,Meaning
子,こ,ko,child
,こう,kou,this way
郊外,こうがい,kougai,outskirts
講義,こうぎ,kougi,lecture
工業,こうぎょう,kougyou,the manufacturing industry
高校,こうこう,koukou,high school
高校生,こうこうせい,koukousei,high school students
工場,こうじょう,koujyou,factory
校長,こうちょう,kouchou,headmaster
交通,こうつう,koutsuu,"traffic, transportation"
講堂,こうどう,koudou,auditorium
高等学校,こうとうがっこう,koutougakkou,High school (full word)
公務員,こうむいん,koumuin,Government worker
国際,こくさい,kokusai,international
心,こころ,kokoro,"core,heart"
ご主人,ごしゅじん,goshujin,Your husband (respectful)
故障,こしょう,koshou,"trouble, damage, breakdown"
ご存知,ごぞんじ,gozonji,"knowing, acquaintance"
答,こたえ,kotae,response
,ごちそう,gochisou,a feast
,こと,koto,"thing,matter"
小鳥,ことり,kotori,"small, bird"
,このあいだ,konoaida,"the other day, recently"
,このごろ,konogoro,"these days, nowadays"
細かい,こまかい,komakai,"smal, fin"
,ごみ,gomi,rubbish
込む,こむ,komu,to be crowded
米,こめ,kome,uncooked rice
ご覧になる,ごらんになる,goranninaru,to see(respectful)
,これから,korekara,after this
怖い,こわい,kowai,frightening
壊す,こわす,kowasu,to break
壊れる,こわれる,kowareru,to be broken
,コンサート,consa-to,Concert
今度,こんど,kondo,"now, next time"
,コンピューター,conpu-ta-,Computer
今夜,こんや,konya,tonight
,,,
Kanji,Furigana,Romaji,Meaning
最近,さいきん,Saikin,nowadays
最後,さいご,saigo,"last, end"
最初,さいしょ,saisho,"beginning, first"
坂,さか,saka,"slope, hill"
探す,さがす,sagasu,to look for
下がる,さがる,sagaru,to get down
盛ん,さかん,sakan,"popular, prosperous"
下げる,さげる,sageru,to lower
差し上げる,さしあげる,sashiageru,to give (respectful)
,さっき,sakki,a little while ago
寂しい,さびしい,sabishii,lonely
再来月,さらいげつ,saraigetsu,the month after next
再来週,さらいしゅう,saraishuu,the week after next
サラダ,さらだ,sarada,salad
騒ぐ,さわぐ,sawagu,"to make noise, to be excited"
触る,さわる,sawaru,to touch
産業,さんぎょう,sangyou,industry
サンダル,さんだる,sandaru,sandal
サンドイッチ,さんどいっち,sandoicchi,sandwich
残念,ざんねん,zannen,disappointment
,,,
Kanji,Furigana,Romaji,Meaning
市,し,shi,city
字,じ,ji,city
試合,しあい,shiai,"match, game"
仕方,しかた,shikata,method
叱る,しかる,shikaru,to scold
試験,しけん,shiken,exam
事故,じこ,jiko,accident
地震,じしん,jishin,earthquake
時代,じだい,jidai,era
下着,したぎ,shitagi,underwear
支度,したく,shitaku,preparations
,しっかり,shikkari,"firmly, steadily"
失敗,しっぱい,shippai,"failure, mistake"
辞典,じてん,jiten,dictionary
品物,しなもの,shinamono,goods
,しばらく,shibaraku,little while
島,しま,shima,island
市民,しみん,shimin,citizen
事務所,じむしょ,jimusho,office
社会,しゃかい,shakai,society
社長,しゃちょう,shachou,company president
,じゃま,jama,"intrusion, obstacle"
ジャム,じゃむ,jamu,jam
自由,じゆう,jiyuu,freedom
習慣,しゅうかん,shuukan,"custom, manners"
住所,じゅうしょ,jyuusho,"an address, a residence"
柔道,じゅうどう,jyuudou,judo
十分,じゅうぶん,jyuubun,enough
出席,しゅっせき,shusseki,attendance
出発,しゅっぱつ,shuppatsu,departure
趣味,しゅみ,shumi,a hobby
準備,じゅんび,junbi,preparation
紹介,しょうかい,shoukai,introduction
小学校,しょうがっこう,shougakkou,elementary school
小説,しょうせつ,shousetsu,novel
招待,しょうたい,shoutai,invitation
承知,しょうち,shouchi,consentment
将来,しょうらい,shourai,"future, prospects"
食事,しょくじ,shokuji,a meal
食料品,しょくりょうひん,shokuryouhin,groceries
女性,じょせい,jyosei,woman
知らせる,しらせる,shiraseru,to notify
調べる,しらべる,shiraberu,to investigate
人口,じんこう,jinkou,population
神社,じんじゃ,jinja,Shinto shrine
親切,しんせつ,shinsetsu,kindness
心配,しんぱい,shinpai,worries
新聞社,しんぶんしゃ,shinbunnsha,newspaper company
,,,
,,,
Kanji,Furigana,Romaji,Meaning
水泳,すいえい,suiei,swimming
水道,すいどう,suidou,water supply
,ずいぶん,zuibun,"very, extremely"
数学,すうがく,suugaku,"mathematic, arithmetic"
スーツ,すーつ,su-tsu,suit
スーツケース,すーつけーす,su-tsuke-su,suitcase
過ぎる,すぎる,sugiru,to exceed
空く,すく,suku,to become empty
スクリーン,すくりーん,sukuri-n,screen
凄い,すごい,sugoi,terrific
進む,すすむ,susumu,to make progress
,すっかり,sukkari,completely
,すっと,sutto,"straight, all of a sudden"
ステーキ,すてーき,sute-ki,steak
捨てる,すてる,suteru,to throw away
ステレオ,すてれお,sutereo,Stereo
砂,すな,suna,sand
素晴らしい,すばらしい,subarashii,wonderful
滑る,すべる,suberu,"to slide, to slip"
隅,すみ,sumi,"corner, nook"
済む,すむ,sumu,to finish
,すり,suri,a pickpocket
,すると,suruto,then
,,,
Kanji,Furigana,Romaji,Meaning
生活,せいかつ,seikatsu,"life, living"
生産,せいさん,seisan,production
政治,政治,seiji,"politics, government"
西洋,せいよう,seiyou,western countries
世界,せかい,sekai,the world
席,せき,seki,seat
説明,せつめい,setsumei,explanation
背中,せなか,senaka,the back (of the body)
是非,ぜひ,zehi,without fail
世話,せわ,sewa,to look after
線,せん,sen,line
全然,ぜんぜん,zenzen,not at all (in negative sentence)
戦争,せんそう,sensou,war
先輩,せんぱい,senpai,senior
,,,
Kanji,Furigana,Romaji,Meaning
,そう,sou,really
相談,そうだん,soudan,to discuss
育てる,そだてる,sodateru,"to rear, to bring up"
卒業,そつぎょう,sotsugyou,graduation
祖父,そふ,sofu,grandfather
ソフト,そふと,sofuto,soft
祖母,そぼ,sobo,grandmother
,それで,sorede,because of that
,それに,soreni,moreover
,それほど,sorehodo,to that extent
,そろそろ,sorosoro,"gradually, soon"
,そんな,sonna,that kind of
,そんなに,sonnani,"so much, like that"
,,,
Kanji,Furigana,Romaji,Meaning
退院,たいいん,taiin,leave hospital
大学生,だいがくせい,daigakusei,university student
大事,だいじ,daiji,"important, valuable"
大体,だいたい,daitai,generally
,たいてい,taitei,usually
タイプ,たいぷ,taipu,"type, style"
大分,だいぶ,daibu,greatly
台風,たいふう,taifuu,typhoon
倒れる,たおれる,taoreru,to break down
,だから,dakara,"so, therefore"
確か,たしか,tashika,definite
足す,たす,tasu,to add a number
訪ねる,たずねる,tazuneru,to visit
尋ねる,たずねる,tazuneru,to ask
正しい,ただしい,tadashii,correct
畳,たたみ,tatami,a Tatami
立てる,たてる,tateru,"stand up, put up"
建てる,たてる,tateru,to build
例えば,たとえば,tatoeba,for example
棚,たな,tana,shelves
楽しみ,たのしみ,tanoshimi,"pleasure, amusement"
楽しむ,たのしむ,tanoshimu,"enjoy, enjoy oneself"
,たまに,tamani,occasionally
為,ため,tame,in order to
駄目,だめ,dame,no good
足りる,たりる,tariru,be sufficient
男性,だんせい,dansei,man
暖房,だんぼう,danbou,heating
,,,
Kanji,Furigana,Romaji,Meaning
血,ち,chi,blood
チェック,ちぇっく,chekku,check
力,ちから,chikara,"strengh, power"
,ちっとも,chittomo,not at all (in negative sentence)
,ちゃん,chan,familiar suffix usually for girls
注意,ちゅうい,chuui,caution
中学校,ちゅうがっこう,chuugakkou,junior high school
注射,ちゅうしゃ,chuusha,injection
駐車場,ちゅうしゃじょう,chuushajou,parking lot
地理,ちり,chiri,geography
,,,
Kanji,Furigana,Romaji,Meaning
捕まえる,つかまえる,tsukamaeru,to seize
月,つき,tsuki,moon
付く,つく,tsuku,to be attached
漬ける,つける,tsukeru,"to soak, to pickle"
都合,つごう,tsugou,circumstances
伝える,つたえる,tsutaeru,to report
続く,つづく,tsuzuku,"continue, last"
続ける,つづける,tsuzukeru,"to continue, go on"
包む,つつむ,tsutsumu,to wrap
妻,つま,tsuma,wife
,つもり,tsumori,intention
釣る,つる,tsuru,to fish
連れる,つれる,tsureru,to lead
,,,
Kanji,Furigana,Romaji,Meaning
丁寧,ていねい,teinei,polite
テキスト,てきすと,tekisuto,"text, text book"
適当,てきとう,tekitou,suitable
,できるだけ,dekirudake,as much as possible
手伝う,てつだう,tetsudau,to assist
テニス,てにす,tenisu,tenis
手袋,てぶくろ,tebukuro,glove
寺,てら,tera,temple
点,てん,ten,"point, dot"
店員,てんいん,tenin,shop assistant
天気予報,てんきよほう,tenkiyohou,weather forecast
電灯,でんとう,dentou,electric light
電報,でんぽう,denpou,telegram
展覧会,てんらんかい,tenrankai,exhibition
,,,
Kanji,Furigana,Romaji,Meaning
都,と,to,metropolitan
道具,どうぐ,dougu,"tool, means"
,とうとう,toutou,"finally, after all"
動物園,どうぶつえん,doubutsuen,zoo
遠く,とおく,tooku,distant
通る,とおる,tooru,to go through
特に,とくに,tokuni,"particularly, especially"
特別,とくべつ,tokubetsu,special
床屋,とこや,tokoya,a barber shop
途中,とちゅう,tochuu,on the way
特急,とっきゅう,tokkyuu,limites express train
届ける,とどける,todokeru,to reach
泊まる,とまる,tomaru,to lodge at
止める,とめる,tomeru,to stop
取り替える,とりかえる,torikaeru,to exchange
泥棒,どろぼう,dorobou,thief
,どんどん,dondon,more and more
,,,
Kanji,Furigana,Romaji,Meaning
直す,なおす,naosu,"to fix, to repair"
直る,なおる,naoru,"to be fixed, repaired"
治る,なおる,naoru,"to be cured, to heal"
中々,なかなか,nakanaka,considerably
泣く,なく,naku,to cry
無くなる,なくなる,nakunaru,"to disappear, to get lost"
亡くなる,なくなる,nakunaru,to die
投げる,なげる,nageru,to throw away
,なさる,nasaru,to do (respectful)
鳴る,なる,naru,"sound, ring"
,なるべく,narubeku,as much as possible
,なるほど,naruhodo,"Indeed, really, I see"
慣れる,なれる,nareru,to grow accustomed to
,,,
Kanji,Furigana,Romaji,Meaning
匂い,におい,nioi,a smell
苦い,にがい,nigai,bitter
二階建て,にかいだて,nikaidate,two storied
逃げる,にげる,nigeru,to escape
日記,にっき,nikki,diary
入院,にゅういん,nyuuin,be hospitalized
入学,にゅうがく,nyuugaku,enter school or university
似る,にる,niru,to be similar
人形,にんぎょう,ninngyou,a doll
,,,
,,,
Kanji,Furigana,Romaji,Meaning
盗む,ぬすむ,nusumu,to steal
塗る,ぬる,nuru,"to paint, lacquer"
濡れる,ぬれる,nureru,to get wet
,,,
Kanji,Furigana,Romaji,Meaning
値段,ねだん,nedan,price
熱,ねつ,netsu,fever
熱心,ねっしん,nesshin,enthusiasm
寝坊,ねぼう,nebou,sleeping in late
眠い,ねむい,nemui,to be sleepy
眠る,ねむる,nemuru,to sleep
,,,
Kanji,Furigana,Romaji,Meaning
残る,のこる,nokoru,to remain
,のど,nodo,throat
乗り換える,のりかえる,norikaeru,"to tansfer, change"
乗り物,のりもの,norimono,vehicle
,,,
Kanji,Furigana,Romaji,Meaning
葉,は,ha,leaf
場合,ばあい,baai,situation
パート,ぱーと,pa-to,part time
倍,ばい,bai,"twice, double"
拝見,はいけん,haiken,"to look at, find out (respectful)"
歯医者,はいしゃ,haisha,dentist
運ぶ,はこぶ,hakobu,to transport
始める,はじめる,hajimeru,to begin
場所,ばしょ,basho,location
,はず,hazu,it should be so
恥ずかしい,はずかしい,hazukashii,embarrassed
パソコン,ぱそこん,pasokon,personal computer
発音,はつおん,hatsuon,pronunciation
,はっきり,hakkiri,clearly
花見,はなみ,hanami,cherry-blossom viewing
林,はやし,hayashi,"woods, forest"
払う,はらう,harau,to pay
番組,ばんぐみ,bangumi,television or radio program
反対,はんたい,hantai,Opposition
ハンドバッグ,はんどばっぐ,handobaggu,Handbag
,,,
Kanji,Furigana,Romaji,Meaning
日,ひ,hi,"day, sun"
火,ひ,hi,fire
ピアノ,ぴあの,piano,piano
冷える,ひえる,hieru,"get cold, feel chilly"
光,ひかり,hikari,light
光る,ひかる,hikaru,to shine
引き出し,ひきだし,hikidashi,drawer
引き出す,ひきだす,hikidasu,to draw out
髭,ひげ,hige,"a mustache, a beard"
飛行場,ひこうじょう,hikoujou,an airport
久しぶり,ひさしぶり,hisashiburi,after a long time
美術館,びじゅつかん,bijyutsukan,art gallery
非常に,ひじょうに,hijouni,extremely
吃驚,びっくり,bikkuri,be surprised
引っ越す,ひっこす,hikkosu,to move (house)
必要,ひつよう,hitsuyou,necessary
酷い,ひどい,hidoi,awful
開く,ひらく,hiraku,to open an event
ビル,びる,biru,building
昼間,ひるま,hiruma,"daytime, during the day"
昼休み,ひるやすみ,hiruyasumi,noon break
拾う,ひろう,hirou,"to pick up, to gather"
,,,
Kanji,Furigana,Romaji,Meaning
ファックス,ふぁっくす,fakkusu,fax
増える,ふえる,fueru,to increase
深い,ふかい,fukai,deep
複雑,ふくざつ,fukuzatsu,"complexity, complication"
復習,ふくしゅう,fukushuu,revision
部長,ぶちょう,buchou,head of a section
普通,ふつう,futsuu,usually
葡萄,ぶどう,budou,a grape
太る,ふとる,futoru,to grow fat
布団,ふとん,futon,"Japanese bed, futon"
船,ふね,fune,"ship, boat"
不便,ふべん,fuben,inconvenience
踏む,ふむ,fumu,to step on
降り出す,ふりだす,furidasu,start to rain
プレゼント,ぷれぜんと,purezento,"a present, a gift"
文化,ぶんか,bunka,culture
文学,ぶんがく,bungaku,litterature
文法,ぶんぽう,bunpou,grammar
,,,
Kanji,Furigana,Romaji,Meaning
別,べつ,betsu,different
ベル,べる,beru,bell
変,へん,hen,strange
返事,へんじ,henji,reply
,,,
Kanji,Furigana,Romaji,Meaning
貿易,ぼうえき,boueki,trade
放送,ほうそう,housou,to broadcast
法律,ほうりつ,houritsu,law
僕,ぼく,boku,I (for male)
星,ほし,hoshi,star
,ほど,hodo,extent
,ほとんど,hotondo,mostly
褒める,ほめる,homeru,"praise, speak well of"
翻訳,ほんやく,honyaku,translation
,,,
Kanji,Furigana,Romaji,Meaning
参る,まいる,mairu,"to go, to come (humble form)"
負ける,まける,makeru,to lose
真面目,まじめ,majime,serious
,まず,mazu,first of all
,または,mataha,"or, otherwise"
間違える,まちがえる,machigaeru,to make a mistake
間に合う,まにあう,maniau,to be in time for
周り,まわり,mawari,surroundings
回る,まわる,mawaru,to go around
漫画,まんが,manga,"japanese comic, manga"
真ん中,まんなか,mannaka,middle
,,,
Kanji,Furigana,Romaji,Meaning
見える,みえる,mieru,"be seen, be visible"
湖,みずうみ,mizuumi,a lake
味噌,みそ,miso,bean paste
見つかる,みつかる,mitsukaru,to be discovered
見つける,みつける,mitsukeru,to discover
皆,みな,mina,everybody
港,みなと,minato,harbour
,,,
Kanji,Furigana,Romaji,Meaning
向かう,むかう,mukau,to face
迎える,むかえる,mukaeru,to go to meet
昔,むかし,mukashi,"olden days, former"
虫,むし,mushi,insect
息子,むすこ,musuko,son
娘,むすめ,musume,daughter
無理,むり,muri,impossible
,,,
Kanji,Furigana,Romaji,Meaning
召し上がる,めしあがる,meshiagaru,to eat (respectful)
珍しい,めずらしい,mezurashii,rare
,,,
Kanji,Furigana,Romaji,Meaning
申し上げる,もうしあげる,moushiageru,"to say, to tell (respectful)"
申す,もうす,mousu,"to be called, to say (respectful)"
もうすぐ,もうすぐ,mousugu,soon
,もし,moshi,if
,もちろん,mochiron,of course
,もっとも,mottomo,extremely
戻る,もどる,modoru,"to return, to go back to"
木綿,もめん,momen,cotton
貰う,もらう,morau,to receive
森,もり,mori,forest
,,,
Kanji,Furigana,Romaji,Meaning
焼く,やく,yaku,"to bake, to grill"
約束,やくそく,yakusoku,promise
役に立つ,やくにたつ,yakunitatsu,to be helpful
焼ける,やける,yakeru,"to burn, to be roasted"
優しい,やさしい,yasashii,kind
痩せる,やせる,yaseru,to become thin
,やっと,yatto,at last
,やはり/やっぱり,yahari/yappari,as I thought
止む,やむ,yamu,to stop
止める,やめる,yameru,to stop
柔らかい,やわらかい,yawarakai,"soft, tender"
,,,
Kanji,Furigana,Romaji,Meaning
湯,ゆ,yu,hot water
輸出,ゆしゅつ,yushutsu,export
輸入,ゆにゅう,yunyuu,import
指,ゆび,yubi,finger
指輪,ゆびわ,yubiwa,a ring
夢,ゆめ,yume,dream
揺れる,ゆれる,yureru,"to shake, to sway"
,,,
Kanji,Furigana,Romaji,Meaning
用,よう,you,use
用意,ようい,youi,preparation
用事,ようじ,youji,things to do
汚れる,よごれる,yogoreru,to get dirty
予習,よしゅう,yoshuu,preparation of a lesson
予定,よてい,yotei,arrangement
予約,よやく,yoyaku,reservation
寄る,よる,yoru,to visit
喜ぶ,よろこぶ,yorokobu,to be delighted
宜しい,よろしい,yoroshii,"ok, all right (respectful)"
,,,
Kanji,Furigana,Romaji,Meaning
理由,りゆう,riyuu,reason
利用,りよう,riyou,utilization
両方,りょうほう,ryouhou,both sides
旅館,りょかん,ryokan,Japanese style hotel
,,,
Kanji,Furigana,Romaji,Meaning
留守,るす,rusu,absence
,,,
Kanji,Furigana,Romaji,Meaning
冷房,れいぼう,reibou,air conditioning
歴史,れきし,rekishi,history
レジ,れじ,reji,a register
レポート,れぽーと,repo-to,report
連絡,れんらく,renraku,contact
,,,
Kanji,Furigana,Romaji,Meaning
ワープロ,わーぷろ,wa-puro,word processor
沸かす,わかす,wakasu,"to boil, to heat"
別れる,わかれる,wakareru,to separate
沸く,わく,waku,"to boil, to grow hot"
訳,わけ,wake,"meaning, reason"
忘れ物,わすれもの,wasuremono,lost article
笑う,わらう,warau,"to laugh, to smile"
割合,わりあい,wariai,"rate, ratio, percentage"
割れる,われる,wareru,to break
,,,
